Date,USD Index,Interest Rate,Yield Spread
2016-11-23,101.6999969482422,0.41,1.24
2016-11-25,101.48999786376952,0.41,1.24
2016-11-28,101.33000183105467,0.41,1.21
2016-11-29,100.93000030517578,0.41,1.21
2016-11-30,101.5,0.41,1.26
2016-12-01,101.04000091552734,0.54,1.31
2016-12-02,100.7699966430664,0.54,1.29
2016-12-05,100.13999938964844,0.54,1.26
2016-12-06,100.48999786376952,0.54,1.27
2016-12-07,100.2300033569336,0.54,1.24
2016-12-08,101.06999969482422,0.54,1.28
2016-12-09,101.56999969482422,0.54,1.32
2016-12-12,100.95999908447266,0.54,1.34
2016-12-13,101.02999877929688,0.54,1.31
2016-12-14,102.0,0.54,1.27
2016-12-15,103.12999725341795,0.54,1.31
2016-12-16,102.9499969482422,0.54,1.32
2016-12-19,103.13999938964844,0.54,1.3
2016-12-20,103.29000091552734,0.54,1.32
2016-12-21,103.0199966430664,0.54,1.34
2016-12-22,103.08999633789062,0.54,1.33
2016-12-23,103.01000213623048,0.54,1.33
2016-12-27,103.0199966430664,0.54,1.29
2016-12-28,103.26000213623048,0.54,1.25
2016-12-29,102.68000030517578,0.54,1.27
2016-12-30,102.38999938964844,0.54,1.25
2017-01-03,103.20999908447266,0.54,1.23
2017-01-04,102.6999969482422,0.54,1.22
2017-01-05,101.5199966430664,0.54,1.2
2017-01-06,102.22000122070312,0.54,1.2
2017-01-09,101.93000030517578,0.54,1.17
2017-01-10,102.01000213623048,0.54,1.19
2017-01-11,101.77999877929688,0.54,1.18
2017-01-12,101.3499984741211,0.54,1.18
2017-01-13,101.18000030517578,0.54,1.19
2017-01-17,100.33000183105467,0.54,1.16
2017-01-18,100.93000030517578,0.54,1.19
2017-01-19,101.1500015258789,0.54,1.22
2017-01-20,100.73999786376952,0.54,1.28
2017-01-23,100.16000366210938,0.54,1.25
2017-01-24,100.3499984741211,0.54,1.26
2017-01-25,100.02999877929688,0.54,1.3
2017-01-26,100.37999725341795,0.54,1.3
2017-01-27,100.52999877929688,0.54,1.27
2017-01-30,100.43000030517578,0.54,1.27
2017-01-31,99.51000213623048,0.54,1.26
2017-02-01,99.63999938964844,0.66,1.26
2017-02-02,99.8499984741211,0.66,1.27
2017-02-03,99.87000274658205,0.66,1.28
2017-02-06,99.91000366210938,0.66,1.26
2017-02-07,100.26000213623048,0.66,1.24
2017-02-08,100.27999877929688,0.66,1.19
2017-02-09,100.6500015258789,0.66,1.2
2017-02-10,100.8000030517578,0.66,1.21
2017-02-13,100.95999908447266,0.66,1.23
2017-02-14,101.25,0.66,1.22
2017-02-15,101.18000030517578,0.66,1.24
2017-02-16,100.44000244140624,0.66,1.23
2017-02-17,100.9499969482422,0.66,1.21
2017-02-21,101.37000274658205,0.66,1.21
2017-02-22,101.33000183105467,0.66,1.2
2017-02-23,101.0500030517578,0.66,1.2
2017-02-24,101.08999633789062,0.66,1.19
2017-02-27,101.12999725341795,0.66,1.16
2017-02-28,101.12000274658205,0.66,1.14
2017-03-01,101.77999877929688,0.79,1.17
2017-03-02,102.1999969482422,0.79,1.17
2017-03-03,101.54000091552734,0.79,1.17
2017-03-06,101.63999938964844,0.79,1.18
2017-03-07,101.80999755859376,0.79,1.2
2017-03-08,102.06999969482422,0.79,1.21
2017-03-09,101.8499984741211,0.79,1.23
2017-03-10,101.25,0.79,1.22
2017-03-13,101.37999725341795,0.79,1.22
2017-03-14,101.6999969482422,0.79,1.2
2017-03-15,100.73999786376952,0.79,1.18
2017-03-16,100.2699966430664,0.79,1.18
2017-03-17,100.3000030517578,0.79,1.17
2017-03-20,100.41000366210938,0.79,1.17
2017-03-21,99.80999755859376,0.79,1.16
2017-03-22,99.68000030517578,0.79,1.13
2017-03-23,99.76000213623048,0.79,1.15
2017-03-24,99.62999725341795,0.79,1.14
2017-03-27,99.16999816894533,0.79,1.11
2017-03-28,99.70999908447266,0.79,1.12
2017-03-29,100.0,0.79,1.13
2017-03-30,100.41000366210938,0.79,1.14
2017-03-31,100.3499984741211,0.79,1.13
2017-04-03,100.54000091552734,0.79,1.11
2017-04-04,100.54000091552734,0.79,1.11
2017-04-05,100.55999755859376,0.79,1.1
2017-04-06,100.66999816894533,0.79,1.1
2017-04-07,101.18000030517578,0.79,1.09
2017-04-10,101.0199966430664,0.79,1.08
2017-04-11,100.70999908447266,0.79,1.08
2017-04-12,100.77999877929688,0.79,1.04
2017-04-13,100.55999755859376,0.79,1.03
2017-04-17,100.3000030517578,0.79,1.05
2017-04-18,99.5,0.79,1.0
2017-04-19,99.73999786376952,0.79,1.02
2017-04-20,99.77999877929688,0.79,1.03
2017-04-21,99.9800033569336,0.79,1.04
2017-04-24,99.08999633789062,0.79,1.03
2017-04-25,98.81999969482422,0.79,1.06
2017-04-26,98.95999908447266,0.79,1.04
2017-04-27,99.08000183105467,0.79,1.05
2017-04-28,99.0500030517578,0.79,1.01
2017-05-01,99.13999938964844,0.91,1.05
2017-05-02,98.9800033569336,0.91,1.02
2017-05-03,99.20999908447266,0.91,1.03
2017-05-04,98.76000213623048,0.91,1.04
2017-05-05,98.6500015258789,0.91,1.04
2017-05-08,99.1500015258789,0.91,1.06
2017-05-09,99.58999633789062,0.91,1.05
2017-05-10,99.66999816894533,0.91,1.06
2017-05-11,99.62000274658205,0.91,1.04
2017-05-12,99.25,0.91,1.04
2017-05-15,98.91000366210938,0.91,1.03
2017-05-16,98.11000061035156,0.91,1.04
2017-05-17,97.41999816894533,0.91,0.96
2017-05-18,97.87999725341795,0.91,0.96
2017-05-19,97.1500015258789,0.91,0.95
2017-05-22,96.9800033569336,0.91,0.96
2017-05-23,97.3499984741211,0.91,0.98
2017-05-24,97.23999786376952,0.91,0.97
2017-05-25,97.25,0.91,0.95
2017-05-26,97.4000015258789,0.91,0.95
2017-05-30,97.27999877929688,0.91,0.93
2017-05-31,96.91999816894533,0.91,0.93
2017-06-01,97.1999969482422,1.04,0.93
2017-06-02,96.72000122070312,1.04,0.87
2017-06-05,96.8000030517578,1.04,0.86
2017-06-06,96.63999938964844,1.04,0.84
2017-06-07,96.75,1.04,0.86
2017-06-08,96.91999816894533,1.04,0.86
2017-06-09,97.2699966430664,1.04,0.86
2017-06-12,97.13999938964844,1.04,0.86
2017-06-13,96.9800033569336,1.04,0.83
2017-06-14,96.94000244140624,1.04,0.8
2017-06-15,97.43000030517578,1.04,0.81
2017-06-16,97.16000366210938,1.04,0.84
2017-06-19,97.52999877929688,1.04,0.83
2017-06-20,97.75,1.04,0.8
2017-06-21,97.55999755859376,1.04,0.8
2017-06-22,97.54000091552734,1.04,0.81
2017-06-23,97.3000030517578,1.04,0.81
2017-06-26,97.43000030517578,1.04,0.78
2017-06-27,96.47000122070312,1.04,0.83
2017-06-28,96.0500030517578,1.04,0.88
2017-06-29,95.62999725341795,1.04,0.89
2017-06-30,95.66000366210938,1.04,0.93
2017-07-03,96.1999969482422,1.04,0.94
2017-07-05,96.29000091552734,1.04,0.92
2017-07-06,95.81999969482422,1.04,0.97
2017-07-07,96.01000213623048,1.04,0.99
2017-07-10,96.0500030517578,1.04,0.98
2017-07-11,95.73999786376952,1.04,1.0
2017-07-12,95.79000091552734,1.04,0.98
2017-07-13,95.7300033569336,1.04,0.98
2017-07-14,95.11000061035156,1.04,0.98
2017-07-17,95.12999725341795,1.04,0.95
2017-07-18,94.66000366210938,1.04,0.91
2017-07-19,94.8000030517578,1.04,0.9
2017-07-20,94.2699966430664,1.04,0.9
2017-07-21,93.94000244140624,1.04,0.88
2017-07-24,93.9800033569336,1.04,0.89
2017-07-25,94.0500030517578,1.04,0.93
2017-07-26,93.66999816894533,1.04,0.93
2017-07-27,93.86000061035156,1.04,0.96
2017-07-28,93.26000213623048,1.04,0.96
2017-07-31,92.86000061035156,1.04,0.96
2017-08-01,93.02999877929688,1.16,0.92
2017-08-02,92.83000183105467,1.16,0.91
2017-08-03,92.80999755859376,1.16,0.9
2017-08-04,93.54000091552734,1.16,0.91
2017-08-07,93.43000030517578,1.16,0.9
2017-08-08,93.63999938964844,1.16,0.93
2017-08-09,93.5199966430664,1.16,0.91
2017-08-10,93.4000015258789,1.16,0.87
2017-08-11,93.06999969482422,1.16,0.89
2017-08-14,93.45999908447266,1.16,0.89
2017-08-15,93.8499984741211,1.16,0.92
2017-08-16,93.48999786376952,1.16,0.9
2017-08-17,93.62000274658205,1.16,0.87
2017-08-18,93.43000030517578,1.16,0.86
2017-08-21,93.0999984741211,1.16,0.86
2017-08-22,93.5500030517578,1.16,0.89
2017-08-23,93.1500015258789,1.16,0.85
2017-08-24,93.27999877929688,1.16,0.86
2017-08-25,92.73999786376952,1.16,0.82
2017-08-28,92.20999908447266,1.16,0.83
2017-08-29,92.3499984741211,1.16,0.8
2017-08-30,92.87999725341795,1.16,0.82
2017-08-31,92.66999816894533,1.16,0.79
2017-09-01,92.80999755859376,1.15,0.81
2017-09-05,92.30999755859376,1.15,0.77
2017-09-06,92.29000091552734,1.15,0.8
2017-09-07,91.52999877929688,1.15,0.78
2017-09-08,91.33000183105467,1.15,0.79
2017-09-11,91.86000061035156,1.15,0.82
2017-09-12,91.91000366210938,1.15,0.84
2017-09-13,92.5199966430664,1.15,0.85
2017-09-14,92.12000274658205,1.15,0.83
2017-09-15,91.87000274658205,1.15,0.81
2017-09-18,92.0500030517578,1.15,0.83
2017-09-19,91.79000091552734,1.15,0.84
2017-09-20,92.51000213623048,1.15,0.83
2017-09-21,92.26000213623048,1.15,0.82
2017-09-22,92.16999816894533,1.15,0.8
2017-09-25,92.6500015258789,1.15,0.78
2017-09-26,92.97000122070312,1.15,0.79
2017-09-27,93.36000061035156,1.15,0.84
2017-09-28,93.08999633789062,1.15,0.86
2017-09-29,93.08000183105467,1.15,0.86
2017-10-02,93.55999755859376,1.15,0.85
2017-10-03,93.56999969482422,1.15,0.86
2017-10-04,93.45999908447266,1.15,0.86
2017-10-05,93.95999908447266,1.15,0.86
2017-10-06,93.8000030517578,1.15,0.83
2017-10-09,93.73999786376952,1.15,0.83
2017-10-10,93.29000091552734,1.15,0.84
2017-10-11,92.95999908447266,1.15,0.84
2017-10-12,93.12000274658205,1.15,0.82
2017-10-13,93.08999633789062,1.15,0.77
2017-10-16,93.27999877929688,1.15,0.76
2017-10-17,93.48999786376952,1.15,0.76
2017-10-18,93.36000061035156,1.15,0.75
2017-10-19,93.2699966430664,1.15,0.75
2017-10-20,93.6999969482422,1.15,0.79
2017-10-23,93.94000244140624,1.15,0.8
2017-10-24,93.95999908447266,1.15,0.82
2017-10-25,93.70999908447266,1.15,0.83
2017-10-26,94.61000061035156,1.15,0.83
2017-10-27,94.91999816894533,1.15,0.83
2017-10-30,94.48999786376952,1.15,0.79
2017-10-31,94.5500030517578,1.15,0.78
2017-11-01,94.81999969482422,1.16,0.76
2017-11-02,94.69000244140624,1.16,0.74
2017-11-03,94.94000244140624,1.16,0.71
2017-11-06,94.72000122070312,1.16,0.71
2017-11-07,94.91000366210938,1.16,0.69
2017-11-08,94.87000274658205,1.16,0.67
2017-11-09,94.44000244140624,1.16,0.7
2017-11-10,94.38999938964844,1.16,0.73
2017-11-13,94.48999786376952,1.16,0.7
2017-11-14,93.83000183105467,1.16,0.7
2017-11-15,93.80999755859376,1.16,0.65
2017-11-16,93.93000030517578,1.16,0.65
2017-11-17,93.66000366210938,1.16,0.62
2017-11-20,94.08000183105467,1.16,0.6
2017-11-21,93.9499969482422,1.16,0.59
2017-11-22,93.22000122070312,1.16,0.58
2017-11-24,92.76000213623048,1.16,0.59
2017-11-27,92.9000015258789,1.16,0.58
2017-11-28,93.26000213623048,1.16,0.59
2017-11-29,93.26000213623048,1.16,0.59
2017-11-30,93.01000213623048,1.16,0.64
2017-12-01,92.9000015258789,1.3,0.59
2017-12-04,93.19000244140624,1.3,0.57
2017-12-05,93.37999725341795,1.3,0.53
2017-12-06,93.61000061035156,1.3,0.55
2017-12-07,93.8000030517578,1.3,0.57
2017-12-08,93.9000015258789,1.3,0.58
2017-12-11,93.87000274658205,1.3,0.57
2017-12-12,94.0999984741211,1.3,0.57
2017-12-13,93.43000030517578,1.3,0.57
2017-12-14,93.48999786376952,1.3,0.53
2017-12-15,93.93000030517578,1.3,0.51
2017-12-18,93.6999969482422,1.3,0.55
2017-12-19,93.47000122070312,1.3,0.59
2017-12-20,93.3499984741211,1.3,0.62
2017-12-21,93.27999877929688,1.3,0.59
2017-12-22,93.3499984741211,1.3,0.57
2017-12-26,93.26000213623048,1.3,0.55
2017-12-27,93.02999877929688,1.3,0.53
2017-12-28,92.5999984741211,1.3,0.52
2017-12-29,92.12000274658205,1.3,0.51
2018-01-02,91.8499984741211,1.3,0.54
2018-01-03,92.16000366210938,1.3,0.5
2018-01-04,91.8499984741211,1.3,0.5
2018-01-05,91.9499969482422,1.3,0.51
2018-01-08,92.33000183105467,1.3,0.53
2018-01-09,92.52999877929688,1.3,0.57
2018-01-10,92.33000183105467,1.3,0.57
2018-01-11,91.8499984741211,1.3,0.56
2018-01-12,90.97000122070312,1.3,0.56
2018-01-16,90.38999938964844,1.3,0.51
2018-01-17,90.54000091552734,1.3,0.52
2018-01-18,90.5,1.3,0.57
2018-01-19,90.56999969482422,1.3,0.58
2018-01-22,90.4000015258789,1.3,0.58
2018-01-23,90.12000274658205,1.3,0.57
2018-01-24,89.20999908447266,1.3,0.57
2018-01-25,89.38999938964844,1.3,0.55
2018-01-26,89.06999969482422,1.3,0.53
2018-01-29,89.30999755859375,1.3,0.59
2018-01-30,89.19000244140625,1.3,0.6
2018-01-31,89.12999725341797,1.3,0.58
2018-02-01,88.66999816894531,1.42,0.62
2018-02-02,89.19999694824219,1.42,0.69
2018-02-05,89.55000305175781,1.42,0.69
2018-02-06,89.58999633789062,1.42,0.69
2018-02-07,90.26000213623048,1.42,0.69
2018-02-08,90.2300033569336,1.42,0.72
2018-02-09,90.44000244140624,1.42,0.78
2018-02-12,90.20999908447266,1.42,0.77
2018-02-13,89.69999694824219,1.42,0.73
2018-02-14,89.12000274658203,1.42,0.74
2018-02-15,88.58999633789062,1.42,0.71
2018-02-16,89.0999984741211,1.42,0.66
2018-02-20,89.72000122070312,1.42,0.63
2018-02-21,90.08000183105467,1.42,0.68
2018-02-22,89.75,1.42,0.67
2018-02-23,89.87999725341797,1.42,0.63
2018-02-26,89.81999969482422,1.42,0.64
2018-02-27,90.36000061035156,1.42,0.63
2018-02-28,90.61000061035156,1.42,0.62
2018-03-01,90.31999969482422,1.51,0.59
2018-03-02,89.94000244140625,1.51,0.61
2018-03-05,90.08000183105467,1.51,0.64
2018-03-06,89.62000274658203,1.51,0.63
2018-03-07,89.63999938964844,1.51,0.64
2018-03-08,90.12000274658205,1.51,0.61
2018-03-09,90.08999633789062,1.51,0.63
2018-03-12,89.9000015258789,1.51,0.6
2018-03-13,89.66000366210938,1.51,0.58
2018-03-14,89.69999694824219,1.51,0.55
2018-03-15,90.13999938964844,1.51,0.53
2018-03-16,90.2300033569336,1.51,0.54
2018-03-19,89.9000015258789,1.51,0.54
2018-03-20,90.37000274658205,1.51,0.55
2018-03-21,89.77999877929688,1.51,0.58
2018-03-22,89.86000061035156,1.51,0.54
2018-03-23,89.44000244140625,1.51,0.54
2018-03-26,89.02999877929688,1.51,0.52
2018-03-27,89.37000274658203,1.51,0.52
2018-03-28,90.05999755859375,1.51,0.49
2018-03-29,90.1500015258789,1.51,0.47
2018-04-02,90.05000305175781,1.51,0.48
2018-04-03,90.1999969482422,1.51,0.51
2018-04-04,90.13999938964844,1.51,0.51
2018-04-05,90.45999908447266,1.51,0.53
2018-04-06,90.11000061035156,1.51,0.5
2018-04-09,89.83999633789062,1.51,0.49
2018-04-10,89.58999633789062,1.51,0.48
2018-04-11,89.56999969482422,1.51,0.47
2018-04-12,89.75,1.51,0.49
2018-04-13,89.80000305175781,1.51,0.45
2018-04-16,89.43000030517578,1.51,0.44
2018-04-17,89.5199966430664,1.51,0.41
2018-04-18,89.62000274658203,1.51,0.45
2018-04-19,89.94000244140625,1.51,0.48
2018-04-20,90.31999969482422,1.51,0.5
2018-04-23,90.94000244140624,1.51,0.49
2018-04-24,90.7699966430664,1.51,0.52
2018-04-25,91.16999816894533,1.51,0.54
2018-04-26,91.55999755859376,1.51,0.51
2018-04-27,91.54000091552734,1.51,0.47
2018-04-30,91.83999633789062,1.51,0.46
2018-05-01,92.4499969482422,1.7,0.47
2018-05-02,92.51000213623048,1.7,0.48
2018-05-03,92.41000366210938,1.7,0.45
2018-05-04,92.56999969482422,1.7,0.44
2018-05-07,92.75,1.7,0.46
2018-05-08,93.12000274658205,1.7,0.46
2018-05-09,93.04000091552734,1.7,0.46
2018-05-10,92.6500015258789,1.7,0.43
2018-05-11,92.54000091552734,1.7,0.43
2018-05-14,92.58999633789062,1.7,0.45
2018-05-15,93.22000122070312,1.7,0.5
2018-05-16,93.38999938964844,1.7,0.51
2018-05-17,93.47000122070312,1.7,0.54
2018-05-18,93.63999938964844,1.7,0.51
2018-05-21,93.68000030517578,1.7,0.48
2018-05-22,93.61000061035156,1.7,0.47
2018-05-23,94.01000213623048,1.7,0.48
2018-05-24,93.77999877929688,1.7,0.48
2018-05-25,94.19000244140624,1.7,0.45
2018-05-29,94.83000183105467,1.7,0.45
2018-05-30,94.1500015258789,1.7,0.42
2018-05-31,93.98999786376952,1.7,0.43
2018-06-01,94.19000244140624,1.82,0.42
2018-06-04,94.0199966430664,1.82,0.42
2018-06-05,93.88999938964844,1.82,0.43
2018-06-06,93.66000366210938,1.82,0.45
2018-06-07,93.4000015258789,1.82,0.43
2018-06-08,93.5500030517578,1.82,0.43
2018-06-11,93.58000183105467,1.82,0.44
2018-06-12,93.8000030517578,1.82,0.42
2018-06-13,93.70999908447266,1.82,0.39
2018-06-14,94.7699966430664,1.82,0.35
2018-06-15,94.79000091552734,1.82,0.38
2018-06-18,94.75,1.82,0.36
2018-06-19,95.08999633789062,1.82,0.35
2018-06-20,95.05999755859376,1.82,0.37
2018-06-21,94.87000274658205,1.82,0.34
2018-06-22,94.5199966430664,1.82,0.34
2018-06-25,94.27999877929688,1.82,0.33
2018-06-26,94.68000030517578,1.82,0.35
2018-06-27,95.29000091552734,1.82,0.31
2018-06-28,95.38999938964844,1.82,0.32
2018-06-29,94.62999725341795,1.82,0.33
2018-07-02,94.87000274658205,1.82,0.3
2018-07-03,94.58999633789062,1.82,0.3
2018-07-05,94.47000122070312,1.82,0.29
2018-07-06,94.04000091552734,1.82,0.29
2018-07-09,94.08000183105467,1.82,0.29
2018-07-10,94.11000061035156,1.82,0.28
2018-07-11,94.72000122070312,1.82,0.27
2018-07-12,94.80999755859376,1.82,0.25
2018-07-13,94.75,1.82,0.24
2018-07-16,94.51000213623048,1.82,0.26
2018-07-17,94.97000122070312,1.82,0.24
2018-07-18,95.08000183105467,1.82,0.28
2018-07-19,95.16999816894533,1.82,0.24
2018-07-20,94.45999908447266,1.82,0.29
2018-07-23,94.66999816894533,1.82,0.32
2018-07-24,94.61000061035156,1.82,0.32
2018-07-25,94.36000061035156,1.82,0.28
2018-07-26,94.75,1.82,0.29
2018-07-27,94.68000030517578,1.82,0.29
2018-07-30,94.36000061035156,1.82,0.32
2018-07-31,94.48999786376952,1.82,0.29
2018-08-01,94.62000274658205,1.91,0.33
2018-08-02,95.16999816894533,1.91,0.32
2018-08-03,95.13999938964844,1.91,0.32
2018-08-06,95.36000061035156,1.91,0.3
2018-08-07,95.22000122070312,1.91,0.3
2018-08-08,95.0999984741211,1.91,0.28
2018-08-09,95.5,1.91,0.29
2018-08-10,96.36000061035156,1.91,0.26
2018-08-13,96.38999938964844,1.91,0.27
2018-08-14,96.7300033569336,1.91,0.26
2018-08-15,96.6999969482422,1.91,0.25
2018-08-16,96.6500015258789,1.91,0.24
2018-08-17,96.0999984741211,1.91,0.26
2018-08-20,95.9000015258789,1.91,0.22
2018-08-21,95.26000213623048,1.91,0.24
2018-08-22,95.1500015258789,1.91,0.22
2018-08-23,95.62000274658205,1.91,0.21
2018-08-24,95.1500015258789,1.91,0.19
2018-08-27,94.77999877929688,1.91,0.18
2018-08-28,94.72000122070312,1.91,0.21
2018-08-29,94.5999984741211,1.91,0.22
2018-08-30,94.72000122070312,1.91,0.22
2018-08-31,95.13999938964844,1.91,0.24
2018-09-04,95.41999816894533,1.91,0.24
2018-09-05,95.12999725341795,1.91,0.24
2018-09-06,95.0199966430664,1.91,0.24
2018-09-07,95.37000274658205,1.91,0.23
2018-09-10,95.1500015258789,1.91,0.21
2018-09-11,95.05999755859376,1.91,0.22
2018-09-12,94.8000030517578,1.91,0.23
2018-09-13,94.54000091552734,1.91,0.21
2018-09-14,94.9800033569336,1.91,0.21
2018-09-17,94.51000213623048,1.91,0.21
2018-09-18,94.62000274658205,1.91,0.24
2018-09-19,94.5500030517578,1.91,0.27
2018-09-20,93.91000366210938,1.91,0.26
2018-09-21,94.22000122070312,1.91,0.26
2018-09-24,94.26000213623048,1.91,0.25
2018-09-25,94.12999725341795,1.91,0.27
2018-09-26,94.19000244140624,1.91,0.23
2018-09-27,95.0,1.91,0.23
2018-09-28,95.19000244140624,1.91,0.24
2018-10-01,95.3000030517578,2.19,0.27
2018-10-02,95.51000213623048,2.19,0.23
2018-10-03,95.76000213623048,2.19,0.3
2018-10-04,95.75,2.19,0.32
2018-10-05,95.62000274658205,2.19,0.35
2018-10-08,95.7699966430664,2.19,0.35
2018-10-09,95.68000030517578,2.19,0.33
2018-10-10,95.51000213623048,2.19,0.34
2018-10-11,95.0199966430664,2.19,0.29
2018-10-12,95.22000122070312,2.19,0.3
2018-10-15,95.06999969482422,2.19,0.31
2018-10-16,95.0500030517578,2.19,0.29
2018-10-17,95.58000183105467,2.19,0.3
2018-10-18,95.9000015258789,2.19,0.3
2018-10-19,95.70999908447266,2.19,0.28
2018-10-22,96.01000213623048,2.19,0.28
2018-10-23,95.95999908447266,2.19,0.28
2018-10-24,96.43000030517578,2.19,0.26
2018-10-25,96.68000030517578,2.19,0.28
2018-10-26,96.36000061035156,2.19,0.27
2018-10-29,96.58000183105467,2.19,0.27
2018-10-30,97.01000213623048,2.19,0.28
2018-10-31,97.12999725341795,2.19,0.28
2018-11-01,96.27999877929688,2.2,0.3
2018-11-02,96.54000091552734,2.2,0.31
2018-11-05,96.3499984741211,2.2,0.29
2018-11-06,96.31999969482422,2.2,0.29
2018-11-07,96.0,2.2,0.26
2018-11-08,96.63999938964844,2.2,0.26
2018-11-09,96.91000366210938,2.2,0.25
2018-11-12,97.54000091552734,2.2,0.25
2018-11-13,97.3000030517578,2.2,0.25
2018-11-14,96.8000030517578,2.2,0.26
2018-11-15,96.93000030517578,2.2,0.25
2018-11-16,96.47000122070312,2.2,0.27
2018-11-19,96.19000244140624,2.2,0.27
2018-11-20,96.80999755859376,2.2,0.27
2018-11-21,96.70999908447266,2.2,0.25
2018-11-23,96.91999816894533,2.2,0.24
2018-11-26,97.06999969482422,2.2,0.23
2018-11-27,97.37000274658205,2.2,0.23
2018-11-28,96.79000091552734,2.2,0.25
2018-11-29,96.77999877929688,2.2,0.22
2018-11-30,97.2699966430664,2.2,0.21
2018-12-03,97.04000091552734,2.2,0.15
2018-12-04,96.97000122070312,2.2,0.11
2018-12-06,96.80999755859376,2.2,0.12
2018-12-07,96.51000213623048,2.2,0.13
2018-12-10,97.22000122070312,2.2,0.13
2018-12-11,97.38999938964844,2.2,0.11
2018-12-12,97.04000091552734,2.2,0.14
2018-12-13,97.05999755859376,2.2,0.16
2018-12-14,97.44000244140624,2.2,0.16
2018-12-17,97.0999984741211,2.2,0.16
2018-12-18,97.13999938964844,2.2,0.17
2018-12-19,97.04000091552734,2.2,0.14
2018-12-20,96.27999877929688,2.2,0.12
2018-12-21,96.95999908447266,2.2,0.16
2018-12-24,96.5500030517578,2.2,0.19
2018-12-26,97.0500030517578,2.2,0.2
2018-12-27,96.4800033569336,2.2,0.21
2018-12-28,96.38999938964844,2.2,0.2
2018-12-31,96.16999816894533,2.2,0.21
2019-01-02,96.81999969482422,2.2,0.16
2019-01-03,96.30999755859376,2.2,0.17
2019-01-04,96.19000244140624,2.2,0.17
2019-01-07,95.70999908447266,2.2,0.17
2019-01-08,95.9000015258789,2.2,0.15
2019-01-09,95.22000122070312,2.2,0.18
2019-01-10,95.54000091552734,2.2,0.18
2019-01-11,95.66999816894533,2.2,0.16
2019-01-14,95.58999633789062,2.2,0.18
2019-01-15,95.97000122070312,2.2,0.19
2019-01-16,96.05999755859376,2.2,0.18
2019-01-17,96.06999969482422,2.2,0.19
2019-01-18,96.33999633789062,2.2,0.17
2019-01-22,96.3000030517578,2.2,0.16
2019-01-23,96.12000274658205,2.2,0.18
2019-01-24,96.5999984741211,2.2,0.16
2019-01-25,95.79000091552734,2.2,0.16
2019-01-28,95.75,2.2,0.15
2019-01-29,95.81999969482422,2.2,0.16
2019-01-30,95.33999633789062,2.2,0.18
2019-01-31,95.58000183105467,2.2,0.18
2019-02-01,95.58000183105467,2.4,0.18
2019-02-04,95.8499984741211,2.4,0.2
2019-02-05,96.0999984741211,2.4,0.18
2019-02-06,96.41999816894533,2.4,0.18
2019-02-07,96.51000213623048,2.4,0.17
2019-02-08,96.63999938964844,2.4,0.18
2019-02-11,97.05999755859376,2.4,0.17
2019-02-12,96.70999908447266,2.4,0.18
2019-02-13,97.12999725341795,2.4,0.18
2019-02-14,96.9800033569336,2.4,0.16
2019-02-15,96.91999816894533,2.4,0.14
2019-02-19,96.5199966430664,2.4,0.15
2019-02-20,96.4499969482422,2.4,0.15
2019-02-21,96.61000061035156,2.4,0.16
2019-02-22,96.51000213623048,2.4,0.17
2019-02-25,96.41000366210938,2.4,0.16
2019-02-26,96.0,2.4,0.16
2019-02-27,96.1500015258789,2.4,0.19
2019-02-28,96.16000366210938,2.4,0.21
2019-03-01,96.52999877929688,2.41,0.21
2019-03-04,96.68000030517578,2.41,0.17
2019-03-05,96.8499984741211,2.41,0.17
2019-03-06,96.87000274658205,2.41,0.17
2019-03-07,97.66999816894533,2.41,0.17
2019-03-08,97.37000274658205,2.41,0.17
2019-03-11,97.22000122070312,2.41,0.17
2019-03-12,96.94000244140624,2.41,0.16
2019-03-13,96.5500030517578,2.41,0.16
2019-03-14,96.79000091552734,2.41,0.17
2019-03-15,96.5999984741211,2.41,0.16
2019-03-18,96.5199966430664,2.41,0.15
2019-03-19,96.37999725341795,2.41,0.15
2019-03-20,95.76000213623048,2.41,0.14
2019-03-21,96.5,2.41,0.13
2019-03-22,96.6500015258789,2.41,0.13
2019-03-25,96.56999969482422,2.41,0.17
2019-03-26,96.73999786376952,2.41,0.17
2019-03-27,96.7699966430664,2.41,0.17
2019-03-28,97.1999969482422,2.41,0.16
2019-03-29,97.27999877929688,2.41,0.14
2019-04-01,97.25,2.42,0.16
2019-04-02,97.36000061035156,2.42,0.18
2019-04-03,97.08999633789062,2.42,0.19
2019-04-04,97.30999755859376,2.42,0.18
2019-04-05,97.4000015258789,2.42,0.15
2019-04-08,97.0500030517578,2.42,0.16
2019-04-09,97.01000213623048,2.42,0.16
2019-04-10,96.9499969482422,2.42,0.17
2019-04-11,97.18000030517578,2.42,0.16
2019-04-12,96.97000122070312,2.42,0.16
2019-04-15,96.94000244140624,2.42,0.15
2019-04-16,97.04000091552734,2.42,0.19
2019-04-17,97.01000213623048,2.42,0.19
2019-04-18,97.47000122070312,2.42,0.19
2019-04-22,97.27999877929688,2.42,0.21
2019-04-23,97.56999969482422,2.42,0.21
2019-04-24,98.0999984741211,2.42,0.21
2019-04-25,98.1999969482422,2.42,0.21
2019-04-26,98.01000213623048,2.42,0.23
2019-04-29,97.86000061035156,2.42,0.24
2019-04-30,97.4800033569336,2.42,0.24
2019-05-01,97.69000244140624,2.39,0.21
2019-05-02,97.83000183105467,2.39,0.2
