Date,Close,Volume,RSI,MACD,Signal,MACD_Hist,Upper_Band,Middle_Band,Lower_Band
2014-06-30,42.36000061035156,14058700,72.31830073469042,0.34936725490853604,0.21977078822302587,0.12959646668551017,42.52063099876064,41.295999717712405,40.07136843666417
2014-07-01,42.290000915527344,11497700,75.9999334163779,0.368067135182244,0.2494300576148695,0.11863707756737449,42.651166937548176,41.366499710083005,40.081832482617834
2014-07-02,42.290000915527344,6707000,90.47615902132593,0.37852354126354726,0.27524875434460505,0.10327478691894221,42.75917394277424,41.44149971008301,40.123825477391776
2014-07-03,42.22999954223633,7537700,90.08609349925021,0.37761578928393646,0.29572216133247137,0.0818936279514651,42.844247876534745,41.508499717712404,40.17275155889006
2014-07-07,42.13999938964844,8991900,84.90554155038174,0.3654217744007795,0.309662083946133,0.055759690454646516,42.90676818216508,41.565999603271486,40.22523102437789
2014-07-08,41.939998626708984,10090500,74.75718446943533,0.33574923151537917,0.3148795134599822,0.020869718055396946,42.931022850048016,41.61749954223633,40.303976234424645
2014-07-09,41.95000076293945,9891600,63.63626663252131,0.30947320187124205,0.3137982511422342,-0.004325049270992143,42.95662912914669,41.66149959564209,40.36637006213749
2014-07-10,42.2599983215332,12564500,65.56276668039278,0.31008895879716647,0.31305639267322066,-0.002967433876054193,42.99518355543942,41.73149948120117,40.46781540696292
2014-07-11,41.970001220703125,9773000,58.235366715659325,0.2839039402678196,0.3072259021921405,-0.0233219619243209,42.91420118742149,41.808999633789064,40.70379808015664
2014-07-14,42.380001068115234,11857700,65.7005222634611,0.2928597803558475,0.30435267782488196,-0.01149289746903448,42.81041143564344,41.90949974060059,41.00858804555774
2014-07-15,42.099998474121094,10541900,55.605372727863674,0.2742026415266423,0.29832267056523404,-0.024120029038591728,42.66616769335916,41.981499671936035,41.296831650512914
2014-07-16,42.119998931884766,10331400,53.73830859428617,0.2580558867495597,0.2902693138020992,-0.03221342705253949,42.511002344010805,42.04149971008301,41.57199707615521
2014-07-17,42.02000045776367,9983500,49.769624138397795,0.2344874013191145,0.2791129313055023,-0.0446255299863878,42.47619629434806,42.06449966430664,41.65280303426522
2014-07-18,42.43000030517578,19272400,54.95870830042766,0.24605638316780443,0.2725016216779627,-0.026445238510158287,42.51774046791637,42.096499633789065,41.67525879966176
2014-07-21,42.400001525878906,17607200,50.87721352946688,0.24992327392394742,0.26798595212715964,-0.018062678203212224,42.52790603173942,42.131999778747556,41.73609352575569
2014-07-22,41.189998626708984,24706000,33.918104520413635,0.15358031291393104,0.2451048242845139,-0.09152451137058287,42.65859188692175,42.104999732971194,41.55140757902064
2014-07-23,40.810001373291016,17531700,30.526317902879796,0.04603456184523225,0.20529077179665758,-0.15925620995142534,42.849521355807305,42.052999877929686,41.25647840005207
2014-07-24,40.970001220703125,14856000,33.846165884653274,-0.02598601953292956,0.1590354135307402,-0.18502143306366975,42.93582620536292,42.00349998474121,41.0711737641195
2014-07-25,41.0,10809900,35.15624379117692,-0.07972319896469315,0.11128369103165352,-0.19100688999634668,42.986369217567784,41.952000045776366,40.91763087398495
2014-07-28,40.68000030517578,11709100,34.09091128024669,-0.14644349242040988,0.05973825434124084,-0.2061817467616507,43.04894277027935,41.87650012969971,40.70405748912006
2014-07-29,40.349998474121094,10863600,31.308362485795143,-0.2233732872926879,0.0031159460144550913,-0.226489233307143,43.10770905157794,41.776000022888184,40.444290994198425
2014-07-30,39.619998931884766,20346200,21.914881874170106,-0.3393339357921832,-0.06537403034687256,-0.2739599054453106,43.261569228053915,41.642499923706055,40.023430619358194
2014-07-31,39.290000915527344,15434700,21.729941845960198,-0.45264387041383713,-0.1428279983602655,-0.30981587205357164,43.39078584068813,41.492499923706056,39.59421400672398
2014-08-01,39.290000915527344,13566700,14.318688589292591,-0.5362611255115581,-0.22151462379052406,-0.3147465017210341,43.44770391631892,41.345499992370605,39.24329606842229
2014-08-04,39.400001525878906,11012900,17.548082654298227,-0.5868870045998236,-0.29458909995238397,-0.2922979046474396,43.44550217814153,41.20850009918213,38.97149802022273
2014-08-05,39.18000030517578,11639200,16.284394639471472,-0.6374129388179455,-0.3631538677254963,-0.2742590710924492,43.45327559769606,41.070500183105466,38.68772476851487
2014-08-06,39.91999816894531,17567500,28.999961090058207,-0.6107036509808168,-0.41266382437656046,-0.19803982660425634,43.366927965972636,40.969000053405765,38.57107214083889
2014-08-07,39.349998474121094,14367400,20.154998070471407,-0.6282880461259523,-0.45578866872643886,-0.1724993773995135,43.24462904652023,40.823500061035155,38.40237107555008
2014-08-08,39.45000076293945,13667000,21.797313373396165,-0.6269276255945968,-0.4900164601000705,-0.1369111654945263,43.12966938509389,40.69750003814697,38.26533069120005
2014-08-11,39.56999969482422,14102600,30.434774596300485,-0.6091447303203168,-0.5138421141441198,-0.09530261617619695,42.90306133407393,40.55699996948242,38.210938604890906
2014-08-12,39.68000030517578,13297500,35.4004989664829,-0.5794954647603276,-0.5269727842673615,-0.052522680492966156,42.694992995463174,40.43600006103516,38.177007126607144
2014-08-13,39.939998626708984,9638900,37.02766666250285,-0.5289214394299435,-0.527362515299878,-0.001558924130065531,42.45015699407824,40.327000045776366,38.20384309747449
2014-08-14,40.18000030517578,6902000,40.19139192634897,-0.46412488751927583,-0.5147149897437576,0.05059010222448179,42.20306651004018,40.23500003814697,38.26693356625376
2014-08-15,40.880001068115234,23221600,52.19299016126294,-0.3522286690354619,-0.4822177256020985,0.12998905656663662,41.86666928378151,40.15750007629394,38.44833086880637
2014-08-18,41.349998474121094,14891500,60.63830477989994,-0.22305401909999034,-0.43038498430167693,0.2073309652016866,41.57140235365473,40.10499992370605,38.63859749375737
2014-08-19,41.2599983215332,10260400,70.19704896345405,-0.1264863822447282,-0.3696052638902872,0.243118881645559,41.586097569428986,40.108499908447264,38.63090224746554
2014-08-20,41.25,6782500,76.20321128335057,-0.05018412395057936,-0.3057210359023456,0.25553691195176625,41.664115364305374,40.130499839782715,38.596884315260056
2014-08-21,41.40999984741211,11951000,77.17948943670582,0.02293226708712126,-0.23999037530445225,0.2629226423915735,41.74818912898872,40.152499771118165,38.55681041324761
2014-08-22,41.119998931884766,11244600,71.078409831452,0.05682187629581392,-0.18062792498439903,0.23744980128021295,41.76844541822518,40.1584997177124,38.54855401719963
2014-08-25,41.40999984741211,10229300,76.8674791823123,0.10585999783990019,-0.1233303404195392,0.2291903382594394,41.88579765335264,40.19499969482422,38.5042017362958
2014-08-26,41.599998474121094,8416500,73.33334746184772,0.15823038240147724,-0.06701819585533592,0.22524857825681316,42.06107282654275,40.25749969482422,38.45392656310569
2014-08-27,41.599998474121094,7693100,87.1287278294238,0.1974581152357402,-0.014122933637120694,0.2115810488728609,42.22879277973744,40.356499671936035,38.48420656413463
2014-08-28,41.630001068115234,9746400,86.8243408690811,0.22833522834206121,0.03436869875871569,0.19396652958334554,42.357596180064526,40.47349967956543,38.58940317906633
2014-08-29,41.720001220703125,7666700,86.68944201270178,0.25710408721194256,0.07891577644936107,0.1781883107625815,42.471137659877215,40.59499969482422,38.71886172977122
2014-09-02,41.63999938964844,9798100,83.79306988258631,0.27033191789809763,0.11719900473910838,0.15313291315898925,42.54991599074895,40.70699958801269,38.864083185276435
2014-09-03,41.779998779296875,8635400,83.09349704498457,0.28878293977061986,0.1515157917454107,0.13726714802520917,42.59104565958095,40.83699951171875,39.082953363856554
2014-09-04,41.869998931884766,16785300,82.12923840977955,0.307127394267269,0.18263811224978235,0.12448928201748663,42.69070905436744,40.93449954986572,39.178290045364
2014-09-05,41.84000015258789,12768100,74.48978400239781,0.3156067378262364,0.20923183736507317,0.10637490046116321,42.69089058906899,41.058999633789064,39.427108678509136
2014-09-08,41.779998779296875,9097700,63.870950276134316,0.31386700584692306,0.23015887106144317,0.08370813478547989,42.64870522580571,41.175499534606935,39.70229384340816
2014-09-09,41.939998626708984,11892500,70.98762815712757,0.32169065658720086,0.24846522816659472,0.07322542842060614,42.594612751137035,41.29399948120117,39.9933862112653
2014-09-10,42.16999816894531,17558000,74.99989633997173,0.3425018489229501,0.2672725523178658,0.07522929660508432,42.531811319403296,41.41849937438965,40.305187429376
2014-09-11,41.95000076293945,19614000,64.21053899621342,0.337354108548233,0.28128886356393923,0.05606524498429377,42.411302875271325,41.51899948120117,40.626696087131016
2014-09-12,41.459999084472656,12966800,58.095232905179444,0.2903880343764058,0.28310869772643255,0.007279336649973267,42.217219672169776,41.58299942016602,40.94877916816226
2014-09-15,41.5,12259600,52.43243354702484,0.253472943493243,0.2771815468797947,-0.023708603386551674,42.157686601778884,41.613999366760254,41.07031213174162
2014-09-16,41.63999938964844,15232800,51.11113465858518,0.23283032566792627,0.26831130263742103,-0.03548097696949476,42.15781965160318,41.62849941253662,41.09917917347006
2014-09-17,41.61000061035156,16693800,50.273282137228904,0.2116109324344535,0.25697122859682753,-0.045360296162374025,42.146373843718976,41.64599952697754,41.145625210236105
2014-09-18,41.790000915527344,12586400,54.04040112129007,0.20693352980191548,0.24696368883784514,-0.04003015903592966,42.140607009360835,41.67299957275391,41.20539213614698
2014-09-19,42.04999923706055,47559700,57.67438064331833,0.22165128809186996,0.24190120868865012,-0.020249920596780158,42.184275163538196,41.70499954223633,41.22572392093446
2014-09-22,42.220001220703125,11518100,62.94648178991216,0.24421776649462146,0.2423645202498444,0.0018532462447770626,42.20805982381166,41.759999656677245,41.31193948954283
2014-09-23,41.88999938964844,10251300,52.26338676001946,0.23279001499957985,0.2404496191997915,-0.007659604200211639,42.20364363694539,41.783999633789065,41.364355630632744
2014-09-24,42.27000045776367,13540900,57.35296592579295,0.25149724629900305,0.24265914461963384,0.008838101679369215,42.280072723699675,41.81749973297119,41.35492674224271
2014-09-25,41.779998779296875,11076300,49.05658340320938,0.22419939052998217,0.2389671938017035,-0.014767803271721336,42.2781295300673,41.82649974822998,41.37486996639266
2014-09-26,42.20000076293945,9939600,55.932223480615654,0.23376163452824272,0.23792608194701134,-0.004164447418768619,42.32594530549941,41.854999732971194,41.38405416044298
2014-09-29,42.25,12441100,54.518965028276554,0.24257801401287793,0.23885646836018468,0.0037215456526932533,42.379338560625314,41.881499671936034,41.383660783246754
2014-09-30,42.65999984741211,22613700,56.78671852957866,0.2794275525591985,0.24697068519998747,0.03245686735921102,42.52596888807662,41.932499694824216,41.33903050157181
2014-10-01,42.7400016784668,30409700,61.383269462052105,0.3114958265179837,0.25987571346358673,0.051620113054396954,42.66961821505309,41.980499839782716,41.29138146451234
2014-10-02,42.65999984741211,16643200,69.60779791638357,0.3266888201449447,0.2732383347998584,0.05345048534508634,42.77029868628876,42.01999988555908,41.2697010848294
2014-10-03,43.0,14046300,72.32137383260331,0.36199173250761163,0.290989014341409,0.07100271816620263,42.940642661524926,42.077999877929685,41.21535709433444
2014-10-06,43.599998474121094,20328100,75.65438909038618,0.43338857366171624,0.31946892620547046,0.11391964745624578,43.25448106520266,42.1689998626709,41.08351866013914
2014-10-07,43.91999816894531,24936600,78.10210374099464,0.5099144097808406,0.3575580229205445,0.15235638686029607,43.59895228372157,42.26799983978272,40.93704739584386
2014-10-08,44.54999923706055,26115600,80.26307974290998,0.6143160542277428,0.4089096291819842,0.20540642504575862,44.062143884209455,42.386999893188474,40.71185590216749
2014-10-09,43.869998931884766,25029300,68.27304899347367,0.6348664230626895,0.45410098795812526,0.18076543510456422,44.26908687242561,42.48299980163574,40.696912730845874
2014-10-10,44.470001220703125,25920800,70.79478099734735,0.6915956248412414,0.5015999153347486,0.1899957095064928,44.55849597926522,42.63349990844726,40.70850383762931
2014-10-13,44.06999969482422,20175200,69.89047385684611,0.69625119539716,0.5405301713472309,0.15572102404992905,44.71136478665331,42.761999893188474,40.812634999723635
2014-10-14,43.63999938964844,21027400,62.38694755111375,0.6576622169822528,0.5639565804742354,0.09370563650801744,44.77385264865273,42.861999893188475,40.95014713772422
2014-10-15,43.22999954223633,22988600,63.302738808430405,0.5872274202313434,0.5686107484256571,0.01861667180568638,44.76675024189641,42.942999839782715,41.11924943766902
2014-10-16,42.560001373291016,22519200,53.15789755471409,0.4719042649097105,0.5492694517224678,-0.07736518681275728,44.73387854888422,42.9814998626709,41.22912117645758
2014-10-17,42.880001068115234,23236000,55.27638640486492,0.40170058024301625,0.5197556774265775,-0.11805509718356122,44.72096226068679,43.022999954223636,41.32503764776048
2014-10-20,43.290000915527344,17647800,55.27638640486492,0.3748264495399596,0.49076983184925393,-0.11594338230929435,44.73489793273449,43.076499938964844,41.4181019451952
2014-10-21,40.68000030517578,55953500,37.882350301248756,0.14129451554752848,0.4208747685889089,-0.2795802530413804,44.92586747004584,43.015999984741214,41.10613249943659
2014-10-22,40.619998931884766,27728200,37.971697476632734,-0.04806872764978465,0.3270860693411702,-0.37515479699095483,45.10383828146081,42.93349990844727,40.763161535433724
2014-10-23,40.86000061035156,23346800,37.23151466153914,-0.17673701816714527,0.2263214518395071,-0.4030584700066524,45.19541615994036,42.8875,40.57958384005965
2014-10-24,41.029998779296875,13396000,33.83648921376975,-0.2619703033213838,0.12866310080732893,-0.3906334041287127,45.26599443067413,42.82899990081787,40.39200537096161
2014-10-27,40.7599983215332,17222500,30.00001448618235,-0.3473015996789641,0.03347016071007032,-0.38077176038903443,45.35184654031717,42.75449981689453,40.15715309347189
2014-10-28,40.560001373291016,18658700,23.293191353762822,-0.4261529234692816,-0.05845445612580006,-0.3676984673434815,45.426506649927745,42.64949989318848,39.87249313644921
2014-10-29,40.959999084472656,25761800,29.76355769664397,-0.4511659332566751,-0.13699675155197508,-0.3141691817047,45.43758501919702,42.56049976348877,39.68341450778052
2014-10-30,41.400001525878906,18295600,28.165005491428587,-0.43052161872429195,-0.19570172498643845,-0.2348198937378535,45.42022997180634,42.49749984741211,39.57476972301787
2014-10-31,41.880001068115234,18477700,34.59915883473019,-0.37115050717465436,-0.23079148142408162,-0.14035902575057274,45.36660889613874,42.441499900817874,39.516390905497005
2014-11-03,41.810001373291016,13230600,36.44445147730593,-0.32598906486761337,-0.24983099811278797,-0.0761580667548254,45.23712394090982,42.352000045776364,39.46687615064291
2014-11-04,41.81999969482422,10105300,38.89762965926615,-0.2860936064720718,-0.2570835197846448,-0.02901008668742705,45.04333686326995,42.24700012207031,39.45066338087067
2014-11-05,42.310001373291016,20676800,47.97406747008213,-0.21248770196571343,-0.24816435622085853,0.0356766542551451,44.71393945474867,42.135000228881836,39.556061003015
